timestamp,student_id,activity_type,duration_minutes,day_of_week
2025-06-07 17:31:00,S0211,treadmill,50,Saturday
2025-06-07 20:13:00,S0263,swimming,70,Saturday
2025-06-07 18:23:00,S0165,swimming,38,Saturday
2025-06-07 17:54:00,S0128,swimming,24,Saturday
2025-06-07 18:05:00,S0272,swimming,57,Saturday
2025-06-07 12:53:00,S0284,yoga,37,Saturday
2025-06-07 18:07:00,S0059,elliptical,27,Saturday
2025-06-07 19:48:00,S0099,elliptical,32,Saturday
2025-06-07 17:36:00,S0186,weights,47,Saturday
2025-06-07 19:27:00,S0216,swimming,48,Saturday
2025-06-07 18:37:00,S0289,yoga,90,Saturday
2025-06-07 19:44:00,S0081,treadmill,29,Saturday
2025-06-07 08:13:00,S0150,yoga,79,Saturday
2025-06-07 09:16:00,S0240,swimming,46,Saturday
2025-06-07 08:29:00,S0108,swimming,76,Saturday
2025-06-07 17:05:00,S0010,yoga,36,Saturday
2025-06-07 20:07:00,S0099,treadmill,49,Saturday
2025-06-07 07:05:00,S0200,weights,27,Saturday
2025-06-07 08:45:00,S0051,yoga,75,Saturday
2025-06-07 18:18:00,S0168,swimming,41,Saturday
2025-06-07 12:53:00,S0256,elliptical,83,Saturday
2025-06-07 08:08:00,S0273,swimming,32,Saturday
2025-06-07 17:38:00,S0037,weights,73,Saturday
2025-06-08 19:16:00,S0036,weights,55,Sunday
2025-06-08 18:04:00,S0075,swimming,39,Sunday
2025-06-08 08:51:00,S0200,swimming,30,Sunday
2025-06-08 20:14:00,S0025,elliptical,58,Sunday
2025-06-08 06:13:00,S0059,swimming,85,Sunday
2025-06-08 17:01:00,S0018,elliptical,49,Sunday
2025-06-08 17:59:00,S0261,elliptical,89,Sunday
2025-06-08 16:51:00,S0165,swimming,46,Sunday
2025-06-08 19:46:00,S0162,swimming,55,Sunday
2025-06-08 20:16:00,S0159,yoga,73,Sunday
2025-06-08 18:35:00,S0130,weights,67,Sunday
2025-06-08 16:53:00,S0243,elliptical,24,Sunday
2025-06-08 18:30:00,S0157,swimming,57,Sunday
2025-06-08 17:26:00,S0194,yoga,57,Sunday
2025-06-08 12:18:00,S0202,swimming,23,Sunday
2025-06-08 06:21:00,S0026,weights,82,Sunday
2025-06-08 08:33:00,S0044,treadmill,83,Sunday
2025-06-08 19:43:00,S0002,weights,48,Sunday
2025-06-08 08:34:00,S0031,yoga,50,Sunday
2025-06-08 08:23:00,S0103,elliptical,75,Sunday
2025-06-08 12:00:00,S0067,treadmill,48,Sunday
2025-06-08 12:06:00,S0257,elliptical,25,Sunday
2025-06-08 18:56:00,S0078,weights,34,Sunday
2025-06-08 12:42:00,S0256,weights,30,Sunday
2025-06-08 20:17:00,S0073,elliptical,86,Sunday
2025-06-08 18:56:00,S0057,treadmill,87,Sunday
2025-06-08 19:44:00,S0290,treadmill,38,Sunday
2025-06-08 17:23:00,S0181,swimming,88,Sunday
2025-06-08 09:58:00,S0095,swimming,27,Sunday
2025-06-08 12:56:00,S0257,swimming,32,Sunday
2025-06-08 18:40:00,S0052,yoga,53,Sunday
2025-06-08 16:18:00,S0124,elliptical,81,Sunday
2025-06-08 08:15:00,S0007,elliptical,38,Sunday
2025-06-08 18:21:00,S0171,swimming,45,Sunday
2025-06-08 08:50:00,S0238,yoga,84,Sunday
2025-06-08 19:23:00,S0276,weights,57,Sunday
2025-06-08 16:01:00,S0181,elliptical,39,Sunday
2025-06-08 17:45:00,S0122,elliptical,85,Sunday
2025-06-08 18:30:00,S0137,swimming,69,Sunday
2025-06-08 19:56:00,S0210,swimming,26,Sunday
2025-06-08 07:29:00,S0075,elliptical,47,Sunday
2025-06-08 17:17:00,S0111,yoga,27,Sunday
2025-06-08 16:49:00,S0076,yoga,49,Sunday
2025-06-08 18:57:00,S0259,weights,56,Sunday
2025-06-08 06:17:00,S0216,yoga,20,Sunday
2025-06-08 19:54:00,S0019,elliptical,55,Sunday
2025-06-08 08:53:00,S0087,treadmill,20,Sunday
2025-06-08 19:58:00,S0157,treadmill,37,Sunday
2025-06-08 16:16:00,S0017,treadmill,31,Sunday
2025-06-08 08:37:00,S0221,weights,49,Sunday
2025-06-08 09:52:00,S0161,elliptical,41,Sunday
2025-06-08 18:53:00,S0299,elliptical,90,Sunday
2025-06-08 09:48:00,S0285,swimming,71,Sunday
2025-06-08 08:20:00,S0212,elliptical,31,Sunday
2025-06-08 12:36:00,S0025,weights,57,Sunday
2025-06-08 18:52:00,S0049,elliptical,64,Sunday
2025-06-08 18:33:00,S0050,treadmill,29,Sunday
2025-06-08 16:17:00,S0225,weights,79,Sunday
2025-06-08 08:28:00,S0292,yoga,24,Sunday
2025-06-08 08:54:00,S0294,elliptical,59,Sunday
2025-06-08 17:23:00,S0075,weights,88,Sunday
2025-06-08 20:24:00,S0232,elliptical,61,Sunday
2025-06-08 09:47:00,S0044,yoga,50,Sunday
2025-06-08 19:25:00,S0110,treadmill,60,Sunday
2025-06-08 12:40:00,S0180,yoga,80,Sunday
2025-06-08 12:49:00,S0287,swimming,50,Sunday
2025-06-08 08:09:00,S0242,weights,37,Sunday
2025-06-08 17:54:00,S0288,swimming,78,Sunday
2025-06-08 16:34:00,S0196,yoga,53,Sunday
2025-06-08 08:17:00,S0252,elliptical,28,Sunday
2025-06-08 17:39:00,S0272,swimming,34,Sunday
2025-06-08 08:48:00,S0256,elliptical,51,Sunday
2025-06-08 08:20:00,S0202,elliptical,73,Sunday
2025-06-08 17:29:00,S0066,treadmill,57,Sunday
2025-06-08 07:07:00,S0244,elliptical,57,Sunday
2025-06-08 18:50:00,S0249,elliptical,23,Sunday
2025-06-08 17:03:00,S0176,swimming,80,Sunday
2025-06-08 20:37:00,S0203,treadmill,58,Sunday
2025-06-08 09:32:00,S0284,yoga,27,Sunday
2025-06-08 19:10:00,S0082,weights,27,Sunday
2025-06-08 07:46:00,S0136,yoga,46,Sunday
2025-06-08 17:12:00,S0117,swimming,74,Sunday
2025-06-08 17:10:00,S0227,elliptical,58,Sunday
2025-06-08 19:55:00,S0171,elliptical,88,Sunday
2025-06-08 17:37:00,S0058,swimming,85,Sunday
2025-06-08 17:14:00,S0198,swimming,34,Sunday
2025-06-08 17:54:00,S0062,yoga,34,Sunday
2025-06-08 18:03:00,S0190,yoga,60,Sunday
2025-06-08 08:48:00,S0230,swimming,71,Sunday
2025-06-08 18:59:00,S0223,elliptical,64,Sunday
2025-06-08 17:37:00,S0288,weights,60,Sunday
2025-06-08 18:32:00,S0176,swimming,89,Sunday
2025-06-08 08:48:00,S0244,swimming,42,Sunday
2025-06-08 18:14:00,S0044,elliptical,48,Sunday
2025-06-08 19:28:00,S0236,elliptical,66,Sunday
2025-06-08 09:04:00,S0251,swimming,38,Sunday
2025-06-08 12:47:00,S0110,elliptical,46,Sunday
2025-06-08 19:50:00,S0223,weights,31,Sunday
2025-06-08 09:22:00,S0029,elliptical,35,Sunday
2025-06-08 18:41:00,S0017,elliptical,72,Sunday
2025-06-08 18:54:00,S0146,elliptical,58,Sunday
2025-06-08 19:56:00,S0229,yoga,49,Sunday
2025-06-08 09:09:00,S0201,elliptical,62,Sunday
2025-06-08 18:34:00,S0150,elliptical,38,Sunday
2025-06-08 17:07:00,S0070,yoga,21,Sunday
2025-06-08 18:20:00,S0176,treadmill,75,Sunday
2025-06-08 18:45:00,S0196,treadmill,79,Sunday
2025-06-08 18:46:00,S0167,swimming,67,Sunday
2025-06-08 17:09:00,S0040,weights,53,Sunday
2025-06-08 19:05:00,S0194,swimming,73,Sunday
2025-06-08 19:34:00,S0002,treadmill,26,Sunday
2025-06-08 19:27:00,S0287,elliptical,70,Sunday
2025-06-08 09:51:00,S0248,yoga,22,Sunday
2025-06-08 17:38:00,S0037,yoga,46,Sunday
2025-06-08 17:08:00,S0065,swimming,89,Sunday
2025-06-08 18:29:00,S0152,swimming,41,Sunday
2025-06-08 19:42:00,S0044,treadmill,60,Sunday
2025-06-08 19:19:00,S0173,yoga,32,Sunday
2025-06-08 09:18:00,S0049,treadmill,65,Sunday
2025-06-08 20:45:00,S0012,treadmill,38,Sunday
2025-06-08 18:30:00,S0224,treadmill,88,Sunday
2025-06-08 19:19:00,S0092,elliptical,74,Sunday
2025-06-08 12:29:00,S0062,treadmill,26,Sunday
2025-06-08 08:57:00,S0196,weights,27,Sunday
2025-06-08 08:15:00,S0005,treadmill,57,Sunday
2025-06-08 19:53:00,S0129,yoga,20,Sunday
2025-06-08 16:25:00,S0253,swimming,56,Sunday
2025-06-08 08:16:00,S0264,elliptical,27,Sunday
2025-06-08 16:49:00,S0108,elliptical,39,Sunday
2025-06-08 17:47:00,S0248,treadmill,62,Sunday
2025-06-08 17:31:00,S0106,swimming,52,Sunday
2025-06-08 17:19:00,S0158,swimming,70,Sunday
2025-06-08 17:52:00,S0042,elliptical,27,Sunday
2025-06-08 06:37:00,S0130,yoga,50,Sunday
2025-06-08 18:15:00,S0231,swimming,38,Sunday
2025-06-08 09:38:00,S0032,treadmill,82,Sunday
2025-06-08 12:19:00,S0160,yoga,73,Sunday
2025-06-08 18:35:00,S0174,elliptical,61,Sunday
2025-06-08 09:12:00,S0247,yoga,83,Sunday
2025-06-08 19:12:00,S0255,elliptical,69,Sunday
2025-06-08 18:04:00,S0081,weights,62,Sunday
2025-06-08 17:26:00,S0117,elliptical,46,Sunday
2025-06-08 08:02:00,S0178,elliptical,64,Sunday
2025-06-08 19:15:00,S0061,yoga,33,Sunday
2025-06-08 12:21:00,S0294,elliptical,38,Sunday
2025-06-09 18:25:00,S0151,swimming,28,Monday
2025-06-09 18:14:00,S0196,weights,27,Monday
2025-06-09 12:10:00,S0194,treadmill,76,Monday
2025-06-09 06:18:00,S0065,yoga,55,Monday
2025-06-09 09:47:00,S0223,swimming,31,Monday
2025-06-09 08:05:00,S0013,swimming,56,Monday
2025-06-09 17:22:00,S0230,yoga,52,Monday
2025-06-09 19:38:00,S0211,yoga,68,Monday
2025-06-09 12:00:00,S0281,swimming,36,Monday
2025-06-09 12:10:00,S0001,weights,41,Monday
2025-06-09 09:15:00,S0209,swimming,56,Monday
2025-06-09 12:47:00,S0261,treadmill,67,Monday
2025-06-09 07:03:00,S0159,treadmill,48,Monday
2025-06-09 18:13:00,S0263,treadmill,31,Monday
2025-06-09 19:54:00,S0256,treadmill,20,Monday
2025-06-09 18:42:00,S0247,weights,86,Monday
2025-06-09 18:38:00,S0046,yoga,64,Monday
2025-06-09 17:34:00,S0048,yoga,68,Monday
2025-06-09 17:47:00,S0162,weights,54,Monday
2025-06-09 12:37:00,S0024,weights,68,Monday
2025-06-09 17:54:00,S0088,treadmill,55,Monday
2025-06-09 08:24:00,S0065,elliptical,87,Monday
2025-06-09 20:22:00,S0143,yoga,31,Monday
2025-06-09 12:20:00,S0146,treadmill,47,Monday
2025-06-09 18:08:00,S0231,treadmill,36,Monday
2025-06-09 19:18:00,S0065,yoga,89,Monday
2025-06-09 08:12:00,S0229,yoga,73,Monday
2025-06-09 12:45:00,S0078,swimming,67,Monday
2025-06-09 19:52:00,S0019,treadmill,21,Monday
2025-06-09 16:33:00,S0133,elliptical,37,Monday
2025-06-09 17:55:00,S0085,weights,58,Monday
2025-06-09 17:43:00,S0132,swimming,20,Monday
2025-06-09 07:39:00,S0270,treadmill,71,Monday
2025-06-09 19:13:00,S0299,swimming,35,Monday
2025-06-09 08:22:00,S0142,weights,46,Monday
2025-06-09 18:34:00,S0275,elliptical,79,Monday
2025-06-09 19:40:00,S0047,elliptical,33,Monday
2025-06-09 17:42:00,S0190,yoga,88,Monday
2025-06-09 08:17:00,S0056,weights,80,Monday
2025-06-09 12:07:00,S0151,weights,79,Monday
2025-06-09 18:41:00,S0118,treadmill,73,Monday
2025-06-09 12:30:00,S0292,yoga,74,Monday
2025-06-09 09:09:00,S0081,swimming,34,Monday
2025-06-09 19:45:00,S0069,weights,71,Monday
2025-06-09 17:27:00,S0048,weights,78,Monday
2025-06-09 17:05:00,S0064,treadmill,67,Monday
2025-06-09 20:11:00,S0111,elliptical,55,Monday
2025-06-09 12:00:00,S0143,swimming,64,Monday
2025-06-09 19:12:00,S0060,elliptical,56,Monday
2025-06-09 08:48:00,S0140,yoga,34,Monday
2025-06-09 18:40:00,S0275,yoga,26,Monday
2025-06-09 18:27:00,S0275,treadmill,42,Monday
2025-06-09 18:27:00,S0119,weights,31,Monday
2025-06-09 16:43:00,S0099,treadmill,62,Monday
2025-06-09 16:24:00,S0248,swimming,27,Monday
2025-06-09 08:14:00,S0178,weights,30,Monday
2025-06-09 19:55:00,S0191,yoga,76,Monday
2025-06-09 06:15:00,S0065,elliptical,68,Monday
2025-06-09 08:37:00,S0154,weights,70,Monday
2025-06-09 07:40:00,S0154,yoga,59,Monday
2025-06-09 16:37:00,S0118,weights,84,Monday
2025-06-09 19:48:00,S0114,yoga,26,Monday
2025-06-09 18:16:00,S0152,yoga,43,Monday
2025-06-09 12:20:00,S0128,yoga,41,Monday
2025-06-09 07:36:00,S0220,elliptical,27,Monday
2025-06-09 17:10:00,S0299,elliptical,49,Monday
2025-06-09 19:30:00,S0106,elliptical,33,Monday
2025-06-09 06:37:00,S0064,swimming,63,Monday
2025-06-09 07:32:00,S0251,swimming,64,Monday
2025-06-09 08:41:00,S0056,yoga,44,Monday
2025-06-09 19:51:00,S0297,elliptical,59,Monday
2025-06-09 20:51:00,S0211,elliptical,48,Monday
2025-06-09 19:22:00,S0223,yoga,61,Monday
2025-06-09 12:07:00,S0064,elliptical,22,Monday
2025-06-09 19:14:00,S0205,treadmill,65,Monday
2025-06-09 20:14:00,S0014,weights,62,Monday
2025-06-09 07:23:00,S0104,elliptical,42,Monday
2025-06-09 08:47:00,S0123,treadmill,90,Monday
2025-06-09 19:57:00,S0258,weights,36,Monday
2025-06-09 12:47:00,S0279,treadmill,61,Monday
2025-06-09 18:41:00,S0277,elliptical,75,Monday
2025-06-09 07:21:00,S0109,elliptical,35,Monday
2025-06-09 17:19:00,S0012,weights,84,Monday
2025-06-09 16:13:00,S0218,yoga,40,Monday
2025-06-09 07:33:00,S0211,elliptical,76,Monday
2025-06-09 19:47:00,S0075,yoga,37,Monday
2025-06-09 12:55:00,S0258,treadmill,88,Monday
2025-06-09 12:06:00,S0298,swimming,37,Monday
2025-06-09 06:50:00,S0058,yoga,40,Monday
2025-06-09 17:16:00,S0182,treadmill,63,Monday
2025-06-09 18:08:00,S0178,weights,74,Monday
2025-06-09 18:20:00,S0152,swimming,37,Monday
2025-06-09 09:13:00,S0041,yoga,32,Monday
2025-06-09 16:07:00,S0008,yoga,89,Monday
2025-06-09 19:43:00,S0196,elliptical,23,Monday
2025-06-09 12:23:00,S0092,yoga,24,Monday
2025-06-09 09:28:00,S0026,weights,31,Monday
2025-06-09 18:58:00,S0076,weights,25,Monday
2025-06-09 06:33:00,S0037,yoga,58,Monday
2025-06-09 17:56:00,S0118,elliptical,64,Monday
2025-06-09 17:48:00,S0192,yoga,73,Monday
2025-06-09 17:53:00,S0001,swimming,24,Monday
2025-06-09 18:43:00,S0083,yoga,82,Monday
2025-06-09 12:15:00,S0139,yoga,61,Monday
2025-06-09 19:58:00,S0107,yoga,89,Monday
2025-06-09 17:44:00,S0279,elliptical,88,Monday
2025-06-09 19:37:00,S0228,elliptical,50,Monday
2025-06-09 18:56:00,S0027,yoga,50,Monday
2025-06-09 17:57:00,S0059,swimming,33,Monday
2025-06-09 19:11:00,S0042,weights,88,Monday
2025-06-09 18:01:00,S0128,elliptical,43,Monday
2025-06-09 18:51:00,S0005,elliptical,70,Monday
2025-06-09 19:57:00,S0087,yoga,71,Monday
2025-06-09 19:14:00,S0040,swimming,47,Monday
2025-06-09 09:18:00,S0244,swimming,45,Monday
2025-06-09 18:06:00,S0098,swimming,84,Monday
2025-06-09 18:27:00,S0090,swimming,65,Monday
2025-06-09 18:32:00,S0169,yoga,59,Monday
2025-06-09 18:38:00,S0250,treadmill,62,Monday
2025-06-09 19:14:00,S0268,treadmill,26,Monday
2025-06-09 18:02:00,S0198,yoga,72,Monday
2025-06-09 18:34:00,S0148,weights,32,Monday
2025-06-09 18:59:00,S0256,treadmill,46,Monday
2025-06-09 20:50:00,S0085,weights,40,Monday
2025-06-09 12:50:00,S0030,weights,40,Monday
2025-06-09 09:15:00,S0159,swimming,46,Monday
2025-06-09 12:48:00,S0118,swimming,32,Monday
2025-06-09 08:08:00,S0271,weights,24,Monday
2025-06-09 18:03:00,S0007,treadmill,50,Monday
2025-06-09 20:49:00,S0158,treadmill,70,Monday
2025-06-09 09:38:00,S0096,treadmill,35,Monday
2025-06-09 12:50:00,S0157,yoga,34,Monday
2025-06-09 12:10:00,S0147,weights,33,Monday
2025-06-09 18:05:00,S0215,swimming,27,Monday
2025-06-09 06:32:00,S0251,yoga,41,Monday
2025-06-09 19:35:00,S0038,weights,35,Monday
2025-06-09 18:23:00,S0170,yoga,63,Monday
2025-06-09 18:21:00,S0184,elliptical,77,Monday
2025-06-09 18:44:00,S0092,treadmill,24,Monday
2025-06-09 17:32:00,S0158,yoga,89,Monday
2025-06-09 16:31:00,S0154,weights,29,Monday
2025-06-09 08:03:00,S0106,yoga,43,Monday
2025-06-09 06:17:00,S0112,treadmill,22,Monday
2025-06-09 08:48:00,S0284,swimming,84,Monday
2025-06-09 19:26:00,S0155,swimming,76,Monday
2025-06-09 17:21:00,S0291,treadmill,46,Monday
2025-06-09 19:32:00,S0027,treadmill,36,Monday
2025-06-09 18:10:00,S0125,elliptical,49,Monday
2025-06-09 12:06:00,S0242,weights,82,Monday
2025-06-09 12:26:00,S0149,swimming,27,Monday
2025-06-09 18:46:00,S0268,swimming,68,Monday
2025-06-09 16:17:00,S0286,treadmill,33,Monday
2025-06-09 16:48:00,S0211,treadmill,84,Monday
2025-06-09 19:40:00,S0151,yoga,36,Monday
2025-06-09 17:53:00,S0261,weights,59,Monday
2025-06-09 18:30:00,S0277,swimming,71,Monday
2025-06-09 19:07:00,S0298,yoga,80,Monday
2025-06-09 18:50:00,S0241,swimming,37,Monday
2025-06-09 08:37:00,S0179,elliptical,89,Monday
2025-06-09 19:28:00,S0288,treadmill,72,Monday
2025-06-09 12:21:00,S0102,swimming,61,Monday
2025-06-09 19:15:00,S0089,weights,31,Monday
2025-06-09 08:12:00,S0217,weights,88,Monday
2025-06-09 17:18:00,S0166,elliptical,61,Monday
2025-06-09 08:43:00,S0133,weights,68,Monday
2025-06-09 18:03:00,S0211,elliptical,43,Monday
2025-06-09 09:06:00,S0215,elliptical,63,Monday
2025-06-09 18:24:00,S0126,elliptical,57,Monday
2025-06-09 09:12:00,S0126,yoga,82,Monday
2025-06-09 18:55:00,S0016,yoga,49,Monday
2025-06-09 17:09:00,S0188,elliptical,42,Monday
2025-06-09 19:05:00,S0196,swimming,45,Monday
2025-06-09 12:09:00,S0066,yoga,80,Monday
2025-06-09 16:52:00,S0156,weights,54,Monday
2025-06-09 09:45:00,S0177,yoga,90,Monday
2025-06-09 17:31:00,S0051,swimming,87,Monday
2025-06-09 19:34:00,S0141,yoga,42,Monday
2025-06-09 12:04:00,S0158,yoga,37,Monday
2025-06-09 06:55:00,S0118,weights,32,Monday
2025-06-09 08:18:00,S0071,yoga,46,Monday
2025-06-09 17:48:00,S0004,elliptical,46,Monday
2025-06-09 08:02:00,S0274,treadmill,73,Monday
2025-06-09 12:46:00,S0135,yoga,42,Monday
2025-06-09 17:07:00,S0205,swimming,43,Monday
2025-06-09 19:27:00,S0135,yoga,78,Monday
2025-06-09 17:59:00,S0206,yoga,51,Monday
2025-06-09 18:07:00,S0117,weights,65,Monday
2025-06-09 19:48:00,S0197,yoga,55,Monday
2025-06-09 16:03:00,S0092,weights,36,Monday
2025-06-09 12:02:00,S0034,treadmill,89,Monday
2025-06-10 17:43:00,S0191,elliptical,35,Tuesday
2025-06-10 08:51:00,S0259,elliptical,41,Tuesday
2025-06-10 07:35:00,S0097,yoga,70,Tuesday
2025-06-10 17:27:00,S0078,treadmill,39,Tuesday
2025-06-10 06:13:00,S0146,treadmill,69,Tuesday
2025-06-10 19:07:00,S0161,weights,22,Tuesday
2025-06-10 09:46:00,S0107,yoga,77,Tuesday
2025-06-10 08:19:00,S0217,elliptical,61,Tuesday
2025-06-10 19:00:00,S0094,elliptical,79,Tuesday
2025-06-10 19:53:00,S0112,swimming,88,Tuesday
2025-06-10 09:02:00,S0300,swimming,80,Tuesday
2025-06-10 16:50:00,S0198,elliptical,71,Tuesday
2025-06-10 08:29:00,S0172,treadmill,70,Tuesday
2025-06-10 17:35:00,S0175,yoga,64,Tuesday
2025-06-10 18:35:00,S0282,swimming,87,Tuesday
2025-06-10 08:01:00,S0017,treadmill,74,Tuesday
2025-06-10 08:30:00,S0190,treadmill,87,Tuesday
2025-06-10 19:14:00,S0107,yoga,42,Tuesday
2025-06-10 09:16:00,S0202,weights,65,Tuesday
2025-06-10 18:57:00,S0046,elliptical,62,Tuesday
2025-06-10 18:03:00,S0098,elliptical,21,Tuesday
2025-06-10 18:08:00,S0160,swimming,37,Tuesday
2025-06-10 19:51:00,S0271,yoga,87,Tuesday
2025-06-10 17:57:00,S0164,yoga,29,Tuesday
2025-06-10 08:31:00,S0168,yoga,44,Tuesday
2025-06-10 18:35:00,S0125,swimming,63,Tuesday
2025-06-10 12:26:00,S0032,elliptical,43,Tuesday
2025-06-10 08:03:00,S0118,yoga,43,Tuesday
2025-06-10 12:51:00,S0233,elliptical,28,Tuesday
2025-06-10 18:30:00,S0200,weights,57,Tuesday
2025-06-10 09:09:00,S0203,elliptical,29,Tuesday
2025-06-10 18:26:00,S0062,elliptical,30,Tuesday
2025-06-10 06:44:00,S0266,yoga,69,Tuesday
2025-06-10 12:44:00,S0274,swimming,83,Tuesday
2025-06-10 09:50:00,S0190,treadmill,73,Tuesday
2025-06-10 17:24:00,S0093,weights,71,Tuesday
2025-06-10 08:09:00,S0044,swimming,77,Tuesday
2025-06-10 18:25:00,S0123,weights,32,Tuesday
2025-06-10 12:59:00,S0109,swimming,59,Tuesday
2025-06-10 19:01:00,S0257,treadmill,50,Tuesday
2025-06-10 06:07:00,S0049,elliptical,70,Tuesday
2025-06-10 18:27:00,S0019,treadmill,85,Tuesday
2025-06-10 18:24:00,S0092,elliptical,61,Tuesday
2025-06-10 17:57:00,S0269,yoga,55,Tuesday
2025-06-10 06:32:00,S0228,yoga,67,Tuesday
2025-06-10 08:40:00,S0148,treadmill,40,Tuesday
2025-06-10 19:17:00,S0003,elliptical,53,Tuesday
2025-06-10 12:57:00,S0156,yoga,82,Tuesday
2025-06-10 07:58:00,S0061,yoga,82,Tuesday
2025-06-10 06:43:00,S0199,swimming,73,Tuesday
2025-06-10 06:29:00,S0170,weights,35,Tuesday
2025-06-10 18:59:00,S0185,swimming,78,Tuesday
2025-06-10 18:03:00,S0283,treadmill,36,Tuesday
2025-06-10 06:13:00,S0120,elliptical,77,Tuesday
2025-06-10 12:05:00,S0092,yoga,36,Tuesday
2025-06-10 17:55:00,S0029,weights,60,Tuesday
2025-06-10 19:59:00,S0038,treadmill,25,Tuesday
2025-06-10 19:12:00,S0269,swimming,28,Tuesday
2025-06-10 19:13:00,S0116,swimming,37,Tuesday
2025-06-10 12:48:00,S0125,elliptical,52,Tuesday
2025-06-10 09:13:00,S0281,treadmill,60,Tuesday
2025-06-10 06:07:00,S0029,swimming,76,Tuesday
2025-06-10 18:47:00,S0015,weights,42,Tuesday
2025-06-10 08:13:00,S0085,weights,56,Tuesday
2025-06-10 18:51:00,S0265,swimming,31,Tuesday
2025-06-10 18:58:00,S0289,treadmill,40,Tuesday
2025-06-10 08:19:00,S0072,weights,60,Tuesday
2025-06-10 19:27:00,S0105,elliptical,84,Tuesday
2025-06-10 09:38:00,S0083,treadmill,54,Tuesday
2025-06-10 09:31:00,S0297,yoga,81,Tuesday
2025-06-10 19:02:00,S0172,weights,42,Tuesday
2025-06-10 18:16:00,S0253,elliptical,73,Tuesday
2025-06-10 16:21:00,S0281,yoga,70,Tuesday
2025-06-10 12:35:00,S0245,yoga,23,Tuesday
2025-06-10 17:48:00,S0043,weights,54,Tuesday
2025-06-10 19:34:00,S0245,treadmill,80,Tuesday
2025-06-10 19:46:00,S0268,treadmill,29,Tuesday
2025-06-10 18:37:00,S0266,yoga,49,Tuesday
2025-06-10 18:58:00,S0142,yoga,84,Tuesday
2025-06-10 19:53:00,S0193,treadmill,63,Tuesday
2025-06-10 08:22:00,S0239,yoga,65,Tuesday
2025-06-10 19:55:00,S0047,yoga,30,Tuesday
2025-06-10 19:25:00,S0130,swimming,77,Tuesday
2025-06-10 12:49:00,S0269,weights,90,Tuesday
2025-06-10 18:43:00,S0276,yoga,46,Tuesday
2025-06-10 06:57:00,S0218,elliptical,48,Tuesday
2025-06-10 17:12:00,S0125,treadmill,65,Tuesday
2025-06-10 18:10:00,S0203,elliptical,32,Tuesday
2025-06-10 17:36:00,S0010,weights,29,Tuesday
2025-06-10 19:45:00,S0121,weights,27,Tuesday
2025-06-10 19:20:00,S0244,weights,80,Tuesday
2025-06-10 09:54:00,S0293,yoga,57,Tuesday
2025-06-10 19:11:00,S0129,treadmill,31,Tuesday
2025-06-10 07:23:00,S0234,treadmill,71,Tuesday
2025-06-10 09:27:00,S0036,weights,20,Tuesday
2025-06-10 19:49:00,S0225,treadmill,28,Tuesday
2025-06-10 17:57:00,S0229,swimming,71,Tuesday
2025-06-10 17:07:00,S0133,weights,37,Tuesday
2025-06-10 18:22:00,S0166,treadmill,57,Tuesday
2025-06-10 18:38:00,S0213,yoga,27,Tuesday
2025-06-10 17:28:00,S0179,treadmill,24,Tuesday
2025-06-10 09:10:00,S0278,elliptical,62,Tuesday
2025-06-10 17:14:00,S0106,yoga,69,Tuesday
2025-06-10 09:41:00,S0197,elliptical,90,Tuesday
2025-06-10 18:46:00,S0002,yoga,85,Tuesday
2025-06-10 08:15:00,S0019,weights,73,Tuesday
2025-06-10 18:13:00,S0298,yoga,39,Tuesday
2025-06-10 18:27:00,S0151,elliptical,61,Tuesday
2025-06-10 17:27:00,S0079,swimming,48,Tuesday
2025-06-10 19:48:00,S0286,weights,39,Tuesday
2025-06-10 09:15:00,S0035,weights,30,Tuesday
2025-06-10 08:20:00,S0159,weights,69,Tuesday
2025-06-10 17:33:00,S0137,weights,50,Tuesday
2025-06-10 09:47:00,S0137,yoga,70,Tuesday
2025-06-10 18:28:00,S0160,yoga,75,Tuesday
2025-06-10 19:43:00,S0146,yoga,88,Tuesday
2025-06-10 08:18:00,S0152,swimming,36,Tuesday
2025-06-10 17:54:00,S0223,swimming,69,Tuesday
2025-06-10 18:59:00,S0085,yoga,61,Tuesday
2025-06-10 06:14:00,S0165,weights,85,Tuesday
2025-06-10 17:06:00,S0259,yoga,66,Tuesday
2025-06-10 19:17:00,S0266,yoga,56,Tuesday
2025-06-10 18:54:00,S0033,swimming,44,Tuesday
2025-06-10 19:34:00,S0238,yoga,79,Tuesday
2025-06-10 18:22:00,S0210,swimming,22,Tuesday
2025-06-10 17:06:00,S0230,elliptical,28,Tuesday
2025-06-10 08:12:00,S0118,yoga,56,Tuesday
2025-06-10 18:52:00,S0087,weights,47,Tuesday
2025-06-10 20:32:00,S0157,yoga,89,Tuesday
2025-06-10 09:03:00,S0125,elliptical,72,Tuesday
2025-06-10 09:10:00,S0062,yoga,60,Tuesday
2025-06-10 18:58:00,S0175,yoga,66,Tuesday
2025-06-10 19:46:00,S0277,elliptical,57,Tuesday
2025-06-10 16:36:00,S0288,yoga,46,Tuesday
2025-06-10 17:36:00,S0236,weights,26,Tuesday
2025-06-10 12:12:00,S0162,weights,56,Tuesday
2025-06-10 07:31:00,S0295,swimming,69,Tuesday
2025-06-10 08:51:00,S0020,yoga,28,Tuesday
2025-06-10 18:26:00,S0215,treadmill,87,Tuesday
